LECROYHDO6034,16122,Waveform
Segments,1,SegmentSize,50002
Segment,TrigTime,TimeSinceSegment1
#1,31-Jan-2018 14:19:11,0                 
Time,Ampl
-5.6015693e-007,-0.000275
-5.5975693e-007,-0.000275
-5.5935693e-007,-0.000275
-5.5895693e-007,-0.000275
-5.5855693e-007,-0.000275
-5.5815693e-007,-0.000275
-5.5775693e-007,-0.000275
-5.5735693e-007,-0.000275
-5.5695693e-007,-0.000275
-5.5655693e-007,-0.0002875
-5.5615693e-007,-0.0002875
-5.5575693e-007,-0.0002875
-5.5535693e-007,-0.0002875
-5.5495693e-007,-0.0002875
-5.5455693e-007,-0.0002875
-5.5415693e-007,-0.0002875
-5.5375693e-007,-0.0002875
-5.5335693e-007,-0.0002875
-5.5295693e-007,-0.0002875
-5.5255693e-007,-0.0002875
-5.5215693e-007,-0.0002875
-5.5175693e-007,-0.0002875
-5.5135693e-007,-0.0002875
-5.5095693e-007,-0.0002875
-5.5055693e-007,-0.0002875
-5.5015693e-007,-0.0002875
-5.4975693e-007,-0.0002875
-5.4935693e-007,-0.0002875
-5.4895693e-007,-0.0002875
-5.4855693e-007,-0.000275
-5.4815693e-007,-0.000275
-5.4775693e-007,-0.000275
-5.4735693e-007,-0.000275
-5.4695693e-007,-0.000275
-5.4655693e-007,-0.000275
-5.4615693e-007,-0.000275
-5.4575693e-007,-0.000275
-5.4535693e-007,-0.000275
-5.4495693e-007,-0.000275
-5.4455693e-007,-0.000275
-5.4415693e-007,-0.000275
-5.4375693e-007,-0.000275
-5.4335693e-007,-0.000275
-5.4295693e-007,-0.0002625
-5.4255693e-007,-0.0002625
-5.4215693e-007,-0.0002625
-5.4175693e-007,-0.0002625
-5.4135693e-007,-0.0002625
-5.4095693e-007,-0.0002625
-5.4055693e-007,-0.0002625
-5.4015693e-007,-0.0002625
-5.3975693e-007,-0.0002625
-5.3935693e-007,-0.0002625
-5.3895693e-007,-0.0002625
-5.3855693e-007,-0.0002625
-5.3815693e-007,-0.0002625
-5.3775693e-007,-0.0002625
-5.3735693e-007,-0.0002625
-5.3695693e-007,-0.0002625
-5.3655693e-007,-0.0002625
-5.3615693e-007,-0.000275
-5.3575693e-007,-0.000275
-5.3535693e-007,-0.000275
-5.3495693e-007,-0.000275
-5.3455693e-007,-0.000275
-5.3415693e-007,-0.000275
-5.3375693e-007,-0.000275
-5.3335693e-007,-0.000275
-5.3295693e-007,-0.000275
-5.3255693e-007,-0.000275
-5.3215693e-007,-0.0002875
-5.3175693e-007,-0.0002875
-5.3135693e-007,-0.0002875
-5.3095693e-007,-0.0002875
-5.3055693e-007,-0.0002875
-5.3015693e-007,-0.0002875
-5.2975693e-007,-0.0002875
-5.2935693e-007,-0.0002875
-5.2895693e-007,-0.0002875
-5.2855693e-007,-0.0002875
-5.2815693e-007,-0.0003
-5.2775693e-007,-0.0003
-5.2735693e-007,-0.0003
-5.2695693e-007,-0.0003
-5.2655693e-007,-0.0003
-5.2615693e-007,-0.0003
-5.2575693e-007,-0.0003
-5.2535693e-007,-0.0003
-5.2495693e-007,-0.0003
-5.2455693e-007,-0.0003
-5.2415693e-007,-0.0003
-5.2375693e-007,-0.0003
-5.2335693e-007,-0.0003
-5.2295693e-007,-0.0003
-5.2255693e-007,-0.0003
-5.2215693e-007,-0.0003
-5.2175693e-007,-0.0003
-5.2135693e-007,-0.0003
