LECROYHDO6034,16122,Waveform
Segments,1,SegmentSize,50002
Segment,TrigTime,TimeSinceSegment1
#1,01-Feb-2018 11:15:47,0                 
Time,Ampl
-5.6027816e-007,-0.0002125
-5.5987816e-007,-0.0002125
-5.5947816e-007,-0.0002125
-5.5907816e-007,-0.0002125
-5.5867816e-007,-0.0002125
-5.5827816e-007,-0.0002125
-5.5787816e-007,-0.0002125
-5.5747816e-007,-0.0002125
-5.5707816e-007,-0.0002125
-5.5667816e-007,-0.0002125
-5.5627816e-007,-0.0002125
-5.5587816e-007,-0.0002125
-5.5547816e-007,-0.0002125
-5.5507816e-007,-0.0002125
-5.5467816e-007,-0.0002125
-5.5427816e-007,-0.0002125
-5.5387816e-007,-0.0002125
-5.5347816e-007,-0.0002125
-5.5307816e-007,-0.0002125
-5.5267816e-007,-0.000225
-5.5227816e-007,-0.000225
-5.5187816e-007,-0.000225
-5.5147816e-007,-0.000225
-5.5107816e-007,-0.000225
-5.5067816e-007,-0.000225
-5.5027816e-007,-0.000225
-5.4987816e-007,-0.000225
-5.4947816e-007,-0.000225
-5.4907816e-007,-0.000225
-5.4867816e-007,-0.000225
-5.4827816e-007,-0.000225
-5.4787816e-007,-0.000225
-5.4747816e-007,-0.000225
-5.4707816e-007,-0.000225
-5.4667816e-007,-0.000225
-5.4627816e-007,-0.000225
-5.4587816e-007,-0.000225
-5.4547816e-007,-0.0002375
-5.4507816e-007,-0.0002375
-5.4467816e-007,-0.0002375
-5.4427816e-007,-0.0002375
-5.4387816e-007,-0.0002375
-5.4347816e-007,-0.0002375
-5.4307816e-007,-0.0002375
-5.4267816e-007,-0.0002375
-5.4227816e-007,-0.0002375
-5.4187816e-007,-0.0002375
-5.4147816e-007,-0.0002375
-5.4107816e-007,-0.0002375
-5.4067816e-007,-0.0002375
-5.4027816e-007,-0.0002375
-5.3987816e-007,-0.0002375
-5.3947816e-007,-0.0002375
-5.3907816e-007,-0.0002375
-5.3867816e-007,-0.00025
-5.3827816e-007,-0.00025
-5.3787816e-007,-0.00025
-5.3747816e-007,-0.00025
-5.3707816e-007,-0.00025
-5.3667816e-007,-0.00025
-5.3627816e-007,-0.00025
-5.3587816e-007,-0.00025
-5.3547816e-007,-0.00025
-5.3507816e-007,-0.00025
-5.3467816e-007,-0.00025
-5.3427816e-007,-0.00025
-5.3387816e-007,-0.00025
-5.3347816e-007,-0.00025
-5.3307816e-007,-0.00025
-5.3267816e-007,-0.00025
-5.3227816e-007,-0.00025
-5.3187816e-007,-0.00025
-5.3147816e-007,-0.00025
-5.3107816e-007,-0.00025
-5.3067816e-007,-0.00025
-5.3027816e-007,-0.00025
-5.2987816e-007,-0.00025
-5.2947816e-007,-0.00025
-5.2907816e-007,-0.00025
-5.2867816e-007,-0.00025
-5.2827816e-007,-0.00025
-5.2787816e-007,-0.00025
-5.2747816e-007,-0.00025
-5.2707816e-007,-0.00025
-5.2667816e-007,-0.00025
-5.2627816e-007,-0.00025
-5.2587816e-007,-0.00025
-5.2547816e-007,-0.00025
-5.2507816e-007,-0.00025
-5.2467816e-007,-0.00025
-5.2427816e-007,-0.00025
-5.2387816e-007,-0.00025
-5.2347816e-007,-0.00025
-5.2307816e-007,-0.00025
-5.2267816e-007,-0.0002625
-5.2227816e-007,-0.0002625
-5.2187816e-007,-0.0002625
-5.2147816e-007,-0.0002625
-5.2107816e-007,-0.0002625
-5.2067816e-007,-0.0002625
-5.2027816e-007,-0.0002625
-5.1987816e-007,-0.0002625
-5.1947816e-007,-0.000275
-5.1907816e-007,-0.000275
-5.1867816e-007,-0.000275
-5.1827816e-007,-0.000275
-5.1787816e-007,-0.000275
-5.1747816e-007,-0.000275
-5.1707816e-007,-0.000275
-5.1667816e-007,-0.0002875
-5.1627816e-007,-0.0002875
-5.1587816e-007,-0.0002875
-5.1547816e-007,-0.0002875
-5.1507816e-007,-0.0002875
-5.1467816e-007,-0.0002875
-5.1427816e-007,-0.0003
-5.1387816e-007,-0.0003
-5.1347816e-007,-0.0003
-5.1307816e-007,-0.0003
-5.1267816e-007,-0.0003
-5.1227816e-007,-0.0003
-5.1187816e-007,-0.0003125
-5.1147816e-007,-0.0003125
-5.1107816e-007,-0.0003125
-5.1067816e-007,-0.0003125
-5.1027816e-007,-0.0003125
-5.0987816e-007,-0.0003125
-5.0947816e-007,-0.0003125
-5.0907816e-007,-0.000325
-5.0867816e-007,-0.000325
-5.0827816e-007,-0.000325
-5.0787816e-007,-0.000325
-5.0747816e-007,-0.000325
-5.0707816e-007,-0.000325
-5.0667816e-007,-0.000325
-5.0627816e-007,-0.0003375
-5.0587816e-007,-0.0003375
-5.0547816e-007,-0.0003375
-5.0507816e-007,-0.0003375
-5.0467816e-007,-0.0003375
-5.0427816e-007,-0.0003375
-5.0387816e-007,-0.0003375
-5.0347816e-007,-0.0003375
-5.0307816e-007,-0.0003375
-5.0267816e-007,-0.0003375
-5.0227816e-007,-0.0003375
-5.0187816e-007,-0.0003375
-5.0147816e-007,-0.0003375
-5.0107816e-007,-0.0003375
-5.0067816e-007,-0.0003375
-5.0027816e-007,-0.0003375
-4.9987816e-007,-0.0003375
-4.9947816e-007,-0.0003375
-4.9907816e-007,-0.0003375
-4.9867816e-007,-0.0003375
-4.9827816e-007,-0.0003375
-4.9787816e-007,-0.0003375
-4.9747816e-007,-0.0003375
-4.9707816e-007,-0.000325
-4.9667816e-007,-0.000325
-4.9627816e-007,-0.000325
-4.9587816e-007,-0.000325
-4.9547816e-007,-0.000325
-4.9507816e-007,-0.000325
-4.9467816e-007,-0.0003125
-4.9427816e-007,-0.0003125
-4.9387816e-007,-0.0003125
-4.9347816e-007,-0.0003125
-4.9307816e-007,-0.0003125
-4.9267816e-007,-0.0003
-4.9227816e-007,-0.0003
-4.9187816e-007,-0.0003
-4.9147816e-007,-0.0003
-4.9107816e-007,-0.0002875
-4.9067816e-007,-0.0002875
-4.9027816e-007,-0.0002875
-4.8987816e-007,-0.0002875
-4.8947816e-007,-0.000275
-4.8907816e-007,-0.000275
-4.8867816e-007,-0.000275
-4.8827816e-007,-0.000275
-4.8787816e-007,-0.000275
-4.8747816e-007,-0.000275
-4.8707816e-007,-0.0002625
-4.8667816e-007,-0.0002625
-4.8627816e-007,-0.0002625
-4.8587816e-007,-0.0002625
-4.8547816e-007,-0.0002625
-4.8507816e-007,-0.0002625
-4.8467816e-007,-0.0002625
-4.8427816e-007,-0.0002625
-4.8387816e-007,-0.0002625
-4.8347816e-007,-0.0002625
-4.8307816e-007,-0.0002625
-4.8267816e-007,-0.0002625
-4.8227816e-007,-0.0002625
-4.8187816e-007,-0.0002625
-4.8147816e-007,-0.0002625
-4.8107816e-007,-0.0002625
-4.8067816e-007,-0.0002625
-4.8027816e-007,-0.000275
-4.7987816e-007,-0.000275
-4.7947816e-007,-0.000275
-4.7907816e-007,-0.000275
-4.7867816e-007,-0.000275
-4.7827816e-007,-0.0002875
-4.7787816e-007,-0.0002875
-4.7747816e-007,-0.0002875
-4.7707816e-007,-0.0002875
-4.7667816e-007,-0.0003
-4.7627816e-007,-0.0003
-4.7587816e-007,-0.0003
-4.7547816e-007,-0.0003125
-4.7507816e-007,-0.0003125
-4.7467816e-007,-0.0003125
-4.7427816e-007,-0.0003125
-4.7387816e-007,-0.000325
-4.7347816e-007,-0.000325
-4.7307816e-007,-0.000325
-4.7267816e-007,-0.0003375
-4.7227816e-007,-0.0003375
-4.7187816e-007,-0.0003375
-4.7147816e-007,-0.00035
-4.7107816e-007,-0.00035
-4.7067816e-007,-0.00035
-4.7027816e-007,-0.00035
-4.6987816e-007,-0.0003625
-4.6947816e-007,-0.0003625
-4.6907816e-007,-0.0003625
-4.6867816e-007,-0.0003625
-4.6827816e-007,-0.0003625
-4.6787816e-007,-0.000375
-4.6747816e-007,-0.000375
-4.6707816e-007,-0.000375
-4.6667816e-007,-0.000375
-4.6627816e-007,-0.000375
-4.6587816e-007,-0.000375
-4.6547816e-007,-0.000375
-4.6507816e-007,-0.0003875
-4.6467816e-007,-0.0003875
-4.6427816e-007,-0.0003875
-4.6387816e-007,-0.0003875
-4.6347816e-007,-0.0003875
-4.6307816e-007,-0.0003875
-4.6267816e-007,-0.0003875
-4.6227816e-007,-0.0003875
-4.6187816e-007,-0.000375
-4.6147816e-007,-0.000375
-4.6107816e-007,-0.000375
-4.6067816e-007,-0.000375
-4.6027816e-007,-0.000375
-4.5987816e-007,-0.000375
-4.5947816e-007,-0.000375
-4.5907816e-007,-0.000375
-4.5867816e-007,-0.000375
-4.5827816e-007,-0.0003625
-4.5787816e-007,-0.0003625
-4.5747816e-007,-0.0003625
-4.5707816e-007,-0.0003625
-4.5667816e-007,-0.0003625
-4.5627816e-007,-0.0003625
-4.5587816e-007,-0.00035
-4.5547816e-007,-0.00035
-4.5507816e-007,-0.00035
-4.5467816e-007,-0.00035
-4.5427816e-007,-0.00035
-4.5387816e-007,-0.00035
-4.5347816e-007,-0.0003375
-4.5307816e-007,-0.0003375
-4.5267816e-007,-0.0003375
-4.5227816e-007,-0.0003375
-4.5187816e-007,-0.0003375
-4.5147816e-007,-0.0003375
-4.5107816e-007,-0.0003375
-4.5067816e-007,-0.0003375
-4.5027816e-007,-0.000325
-4.4987816e-007,-0.000325
-4.4947816e-007,-0.000325
-4.4907816e-007,-0.000325
-4.4867816e-007,-0.000325
-4.4827816e-007,-0.000325
-4.4787816e-007,-0.000325
-4.4747816e-007,-0.000325
-4.4707816e-007,-0.000325
-4.4667816e-007,-0.000325
-4.4627816e-007,-0.0003125
-4.4587816e-007,-0.0003125
-4.4547816e-007,-0.0003125
-4.4507816e-007,-0.0003125
-4.4467816e-007,-0.0003125
-4.4427816e-007,-0.0003125
-4.4387816e-007,-0.0003125
-4.4347816e-007,-0.0003
-4.4307816e-007,-0.0003
-4.4267816e-007,-0.0003
-4.4227816e-007,-0.0003
-4.4187816e-007,-0.0003
-4.4147816e-007,-0.0003
-4.4107816e-007,-0.0002875
-4.4067816e-007,-0.0002875
-4.4027816e-007,-0.0002875
-4.3987816e-007,-0.0002875
-4.3947816e-007,-0.0002875
-4.3907816e-007,-0.000275
-4.3867816e-007,-0.000275
-4.3827816e-007,-0.000275
-4.3787816e-007,-0.000275
-4.3747816e-007,-0.0002625
-4.3707816e-007,-0.0002625
-4.3667816e-007,-0.0002625
-4.3627816e-007,-0.0002625
-4.3587816e-007,-0.00025
-4.3547816e-007,-0.00025
-4.3507816e-007,-0.00025
-4.3467816e-007,-0.0002375
-4.3427816e-007,-0.0002375
-4.3387816e-007,-0.0002375
-4.3347816e-007,-0.0002375
-4.3307816e-007,-0.000225
-4.3267816e-007,-0.000225
-4.3227816e-007,-0.000225
-4.3187816e-007,-0.000225
-4.3147816e-007,-0.0002125
-4.3107816e-007,-0.0002125
-4.3067816e-007,-0.0002125
-4.3027816e-007,-0.0002125
-4.2987816e-007,-0.0002125
-4.2947816e-007,-0.0002
-4.2907816e-007,-0.0002
-4.2867816e-007,-0.0002
-4.2827816e-007,-0.0002
-4.2787816e-007,-0.0002
-4.2747816e-007,-0.0001875
-4.2707816e-007,-0.0001875
-4.2667816e-007,-0.0001875
-4.2627816e-007,-0.0001875
-4.2587816e-007,-0.0001875
-4.2547816e-007,-0.0001875
-4.2507816e-007,-0.0001875
-4.2467816e-007,-0.0001875
-4.2427816e-007,-0.0001875
-4.2387816e-007,-0.0001875
-4.2347816e-007,-0.0001875
-4.2307816e-007,-0.0001875
-4.2267816e-007,-0.0001875
-4.2227816e-007,-0.0001875
-4.2187816e-007,-0.0001875
-4.2147816e-007,-0.0001875
-4.2107816e-007,-0.0001875
-4.2067816e-007,-0.0001875
-4.2027816e-007,-0.0001875
-4.1987816e-007,-0.0001875
-4.1947816e-007,-0.0001875
-4.1907816e-007,-0.0002
-4.1867816e-007,-0.0002
-4.1827816e-007,-0.0002
-4.1787816e-007,-0.0002
-4.1747816e-007,-0.0002
-4.1707816e-007,-0.0002125
-4.1667816e-007,-0.0002125
-4.1627816e-007,-0.0002125
-4.1587816e-007,-0.000225
-4.1547816e-007,-0.000225
-4.1507816e-007,-0.000225
-4.1467816e-007,-0.0002375
-4.1427816e-007,-0.0002375
-4.1387816e-007,-0.0002375
-4.1347816e-007,-0.00025
-4.1307816e-007,-0.00025
-4.1267816e-007,-0.00025
-4.1227816e-007,-0.0002625
-4.1187816e-007,-0.0002625
-4.1147816e-007,-0.000275
-4.1107816e-007,-0.000275
-4.1067816e-007,-0.000275
-4.1027816e-007,-0.0002875
-4.0987816e-007,-0.0002875
-4.0947816e-007,-0.0002875
-4.0907816e-007,-0.0003
-4.0867816e-007,-0.0003
-4.0827816e-007,-0.0003
-4.0787816e-007,-0.0003
-4.0747816e-007,-0.0003125
-4.0707816e-007,-0.0003125
-4.0667816e-007,-0.0003125
-4.0627816e-007,-0.0003125
-4.0587816e-007,-0.000325
-4.0547816e-007,-0.000325
-4.0507816e-007,-0.000325
-4.0467816e-007,-0.000325
-4.0427816e-007,-0.000325
-4.0387816e-007,-0.000325
-4.0347816e-007,-0.000325
-4.0307816e-007,-0.000325
-4.0267816e-007,-0.000325
-4.0227816e-007,-0.000325
-4.0187816e-007,-0.000325
-4.0147816e-007,-0.000325
-4.0107816e-007,-0.000325
-4.0067816e-007,-0.000325
-4.0027816e-007,-0.000325
-3.9987816e-007,-0.000325
-3.9947816e-007,-0.000325
-3.9907816e-007,-0.000325
-3.9867816e-007,-0.0003125
-3.9827816e-007,-0.0003125
-3.9787816e-007,-0.0003125
-3.9747816e-007,-0.0003125
-3.9707816e-007,-0.0003125
-3.9667816e-007,-0.0003
-3.9627816e-007,-0.0003
-3.9587816e-007,-0.0003
-3.9547816e-007,-0.0003
-3.9507816e-007,-0.0002875
-3.9467816e-007,-0.0002875
-3.9427816e-007,-0.0002875
-3.9387816e-007,-0.0002875
-3.9347816e-007,-0.0002875
-3.9307816e-007,-0.000275
-3.9267816e-007,-0.000275
-3.9227816e-007,-0.000275
-3.9187816e-007,-0.000275
-3.9147816e-007,-0.000275
-3.9107816e-007,-0.000275
-3.9067816e-007,-0.0002625
-3.9027816e-007,-0.0002625
-3.8987816e-007,-0.0002625
-3.8947816e-007,-0.0002625
-3.8907816e-007,-0.0002625
-3.8867816e-007,-0.0002625
-3.8827816e-007,-0.00025
-3.8787816e-007,-0.00025
-3.8747816e-007,-0.00025
-3.8707816e-007,-0.00025
-3.8667816e-007,-0.00025
-3.8627816e-007,-0.00025
-3.8587816e-007,-0.00025
-3.8547816e-007,-0.00025
-3.8507816e-007,-0.00025
-3.8467816e-007,-0.00025
-3.8427816e-007,-0.00025
-3.8387816e-007,-0.00025
-3.8347816e-007,-0.00025
-3.8307816e-007,-0.00025
-3.8267816e-007,-0.00025
-3.8227816e-007,-0.00025
-3.8187816e-007,-0.00025
-3.8147816e-007,-0.00025
-3.8107816e-007,-0.00025
-3.8067816e-007,-0.00025
-3.8027816e-007,-0.00025
-3.7987816e-007,-0.00025
-3.7947816e-007,-0.00025
-3.7907816e-007,-0.00025
-3.7867816e-007,-0.00025
-3.7827816e-007,-0.00025
-3.7787816e-007,-0.00025
-3.7747816e-007,-0.00025
-3.7707816e-007,-0.00025
-3.7667816e-007,-0.00025
-3.7627816e-007,-0.00025
-3.7587816e-007,-0.00025
-3.7547816e-007,-0.00025
-3.7507816e-007,-0.00025
-3.7467816e-007,-0.00025
-3.7427816e-007,-0.0002625
-3.7387816e-007,-0.0002625
-3.7347816e-007,-0.0002625
-3.7307816e-007,-0.0002625
-3.7267816e-007,-0.0002625
-3.7227816e-007,-0.0002625
-3.7187816e-007,-0.0002625
-3.7147816e-007,-0.0002625
-3.7107816e-007,-0.000275
-3.7067816e-007,-0.000275
-3.7027816e-007,-0.000275
-3.6987816e-007,-0.000275
-3.6947816e-007,-0.000275
-3.6907816e-007,-0.000275
-3.6867816e-007,-0.0002875
-3.6827816e-007,-0.0002875
-3.6787816e-007,-0.0002875
-3.6747816e-007,-0.0002875
-3.6707816e-007,-0.0003
-3.6667816e-007,-0.0003
-3.6627816e-007,-0.0003
-3.6587816e-007,-0.0003
-3.6547816e-007,-0.0003125
-3.6507816e-007,-0.0003125
-3.6467816e-007,-0.0003125
-3.6427816e-007,-0.0003125
-3.6387816e-007,-0.000325
-3.6347816e-007,-0.000325
-3.6307816e-007,-0.000325
-3.6267816e-007,-0.0003375
-3.6227816e-007,-0.0003375
-3.6187816e-007,-0.0003375
-3.6147816e-007,-0.0003375
-3.6107816e-007,-0.00035
-3.6067816e-007,-0.00035
-3.6027816e-007,-0.00035
-3.5987816e-007,-0.0003625
-3.5947816e-007,-0.0003625
-3.5907816e-007,-0.0003625
-3.5867816e-007,-0.000375
-3.5827816e-007,-0.000375
-3.5787816e-007,-0.000375
-3.5747816e-007,-0.000375
-3.5707816e-007,-0.0003875
-3.5667816e-007,-0.0003875
-3.5627816e-007,-0.0003875
-3.5587816e-007,-0.0004
-3.5547816e-007,-0.0004
-3.5507816e-007,-0.0004
-3.5467816e-007,-0.0004
-3.5427816e-007,-0.0004125
-3.5387816e-007,-0.0004125
-3.5347816e-007,-0.0004125
-3.5307816e-007,-0.0004125
-3.5267816e-007,-0.0004125
-3.5227816e-007,-0.0004125
-3.5187816e-007,-0.0004125
-3.5147816e-007,-0.000425
-3.5107816e-007,-0.000425
-3.5067816e-007,-0.000425
-3.5027816e-007,-0.000425
-3.4987816e-007,-0.000425
-3.4947816e-007,-0.0004125
-3.4907816e-007,-0.0004125
-3.4867816e-007,-0.0004125
-3.4827816e-007,-0.0004125
-3.4787816e-007,-0.0004125
-3.4747816e-007,-0.0004125
-3.4707816e-007,-0.0004125
-3.4667816e-007,-0.0004
-3.4627816e-007,-0.0004
-3.4587816e-007,-0.0004
-3.4547816e-007,-0.0004
-3.4507816e-007,-0.0003875
-3.4467816e-007,-0.0003875
-3.4427816e-007,-0.0003875
-3.4387816e-007,-0.000375
-3.4347816e-007,-0.000375
-3.4307816e-007,-0.0003625
-3.4267816e-007,-0.0003625
-3.4227816e-007,-0.0003625
-3.4187816e-007,-0.00035
-3.4147816e-007,-0.00035
-3.4107816e-007,-0.0003375
-3.4067816e-007,-0.0003375
-3.4027816e-007,-0.0003375
-3.3987816e-007,-0.000325
-3.3947816e-007,-0.000325
